Left,94,Right,150
Left,94,Right,150
Left,94,Right,146
Left,94,Right,146
Left,94,Right,141
Left,94,Right,141
Left,89,Right,136
Left,94,Right,131
Left,89,Right,121
Left,89,Right,116
Left,94,Right,106
Left,89,Right,97
Left,84,Right,87
Left,79,Right,175
Left,74,Right,58
Left,60,Right,38
Left,45,Right,23
Left,30,Right,9
Left,16,Right,6
Left,4,Right,111
Left,28,Right,30
Left,53,Right,40
Left,72,Right,45
Left,92,Right,50
Left,102,Right,87
Left,106,Right,55
Left,116,Right,60
Left,121,Right,60
Left,126,Right,64
Left,126,Right,64
Left,126,Right,69
Left,131,Right,69
Left,126,Right,74
Left,126,Right,74
Left,126,Right,79
Left,121,Right,79
Left,121,Right,79
Left,121,Right,79
Left,116,Right,84
Left,111,Right,84
Left,106,Right,79
Left,97,Right,79
Left,92,Right,79
Left,82,Right,84
Left,72,Right,67
Left,63,Right,84
Left,53,Right,84
Left,38,Right,67
Left,19,Right,84
Left,9,Right,84
Left,1,Right,84
Left,11,Right,84
Left,21,Right,67
Left,30,Right,84
Left,35,Right,89
Left,40,Right,84
Left,45,Right,84
Left,50,Right,84
Left,55,Right,84
Left,60,Right,84
Left,60,Right,84
Left,64,Right,84
Left,69,Right,84
Left,69,Right,84
Left,69,Right,84
Left,69,Right,67
Left,69,Right,84
Left,74,Right,84
Left,74,Right,84
Left,74,Right,84
Left,79,Right,84
Left,79,Right,84
Left,79,Right,84
Left,79,Right,84
Left,79,Right,84
Left,84,Right,84
Left,84,Right,89
Left,89,Right,89
Left,84,Right,63
Left,84,Right,89
Left,84,Right,89
Left,84,Right,63
Left,84,Right,89
Left,84,Right,89
Left,89,Right,84
Left,89,Right,84
Left,89,Right,84
Left,89,Right,84
Left,84,Right,84
Left,89,Right,84
Left,89,Right,84
Left,84,Right,84
Left,84,Right,89
Left,84,Right,63
Left,84,Right,89
Left,84,Right,89
Left,89,Right,63
Left,89,Right,89
Left,84,Right,89
Left,89,Right,89
Left,84,Right,89
Left,84,Right,89
Left,84,Right,84
Left,84,Right,84
Left,84,Right,63
Left,84,Right,89
Left,84,Right,89
Left,89,Right,89
Left,84,Right,89
Left,84,Right,89
Left,84,Right,89
Left,84,Right,89
Left,84,Right,89
Left,84,Right,89
Left,84,Right,84
Left,89,Right,84
Left,89,Right,84
Left,89,Right,84
Left,89,Right,84
Left,89,Right,79
Left,84,Right,79
Left,84,Right,79
Left,79,Right,74
Left,84,Right,74
Left,84,Right,74
Left,84,Right,69
Left,94,Right,94
Left,270,Right,392
Left,656,Right,831
Left,787,Right,1066
Left,866,Right,1154
Left,890,Right,1159
Left,890,Right,1134
Left,870,Right,1076
Left,846,Right,1012
Left,787,Right,963
Left,651,Right,885
